"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record1Value","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record2Value","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record1PreprocessedValue","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames record2PreprocessedValue","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames similarity","[2] StringListAttributeAsWholeComparatorLevenshtein.commonNames postproccesedSimilarity","[3] StringListAttributeAsWholeComparatorJaccard.orders record1Value","[3] StringListAttributeAsWholeComparatorJaccard.orders record2Value","[3] StringListAttributeAsWholeComparatorJaccard.orders record1PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.orders record2PreprocessedValue","[3] StringListAttributeAsWholeComparatorJaccard.orders similarity","[3] StringListAttributeAsWholeComparatorJaccard.orders postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.families record1Value","[4] StringListAttributeAsWholeComparatorJaccard.families record2Value","[4] StringListAttributeAsWholeComparatorJaccard.families record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.families record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.families similarity","[4] StringListAttributeAsWholeComparatorJaccard.families postproccesedSimilarity","[5] StringListAttributeComparatorEqual.states record1Value","[5] StringListAttributeComparatorEqual.states record2Value","[5] StringListAttributeComparatorEqual.states record1PreprocessedValue","[5] StringListAttributeComparatorEqual.states record2PreprocessedValue","[5] StringListAttributeComparatorEqual.states similarity","[5] StringListAttributeComparatorEqual.states postproccesedSimilarity"
"WekaMatchingRule","BIO23003","ES430","1.0",,"labordia tinifolia var. tinifolia","labordia tinifolia var. wahiawaensis","labordia tinifolia var. tinifolia","labordia tinifolia var. wahiawaensis","0.75","0.75","labordia tinifolia var. tinifolia","labordia tinifolia var. wahiawaensis","labordia tinifolia var. tinifolia","labordia tinifolia var. wahiawaensis","0.7222222222222222","0.7222222222222222","[kamakahala]","[kamakahala]","[kamakahala]","[kamakahala]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO11554","ES914","0.0",,"coryphantha sneedii var. guadalupensis","cordia bellonis","coryphantha sneedii var. guadalupensis","cordia bellonis","0.0","0.0","coryphantha sneedii var. guadalupensis","cordia bellonis","coryphantha sneedii var. guadalupensis","cordia bellonis","0.2894736842105263","0.2894736842105263","[no common name]","[guadalupe pincushion cactus]","[no common name]","[guadalupe pincushion cactus]","0.2222222222222222","0.2222222222222222",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO15444","ES1089","1.0","1","enhydra lutris nereis","enhydra lutris nereis","enhydra lutris nereis","enhydra lutris nereis","1.0","1.0","enhydra lutris nereis","enhydra lutris nereis","enhydra lutris nereis","enhydra lutris nereis","1.0","1.0","[southern sea otter]","[sea otter]","[southern sea otter]","[sea otter]","0.5","0.5",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO15727","ES1034","0.0",,"epilobium glaberrimum var. fastigiatum","epicrates inornatus","epilobium glaberrimum var. fastigiatum","epicrates inornatus","0.0","0.0","epilobium glaberrimum var. fastigiatum","epicrates inornatus","epilobium glaberrimum var. fastigiatum","epicrates inornatus","0.26315789473684215","0.26315789473684215","[glaucous willow herb, smooth willow herb]","[puerto rican boa]","[glaucous willow herb, smooth willow herb]","[puerto rican boa]","0.21111111111111108","0.21111111111111108",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO10647","ES801","0.0",,"clivia miniata","clitoria fragrans","clivia miniata","clitoria fragrans","0.0","0.0","clivia miniata","clitoria fragrans","clivia miniata","clitoria fragrans","0.4117647058823529","0.4117647058823529","[clivia, kaffir lily]","[pigeon wings]","[clivia, kaffir lily]","[pigeon wings]","0.125","0.125",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO43935","ES434","0.0",,"tricholoma fulvum","trichomanes punctatum ssp. floridanum","tricholoma fulvum","trichomanes punctatum ssp. floridanum","0.0","0.0","tricholoma fulvum","trichomanes punctatum ssp. floridanum","tricholoma fulvum","trichomanes punctatum ssp. floridanum","0.29729729729729726","0.29729729729729726","[florida bristle fern]","[none]","[florida bristle fern]","[none]","0.09999999999999998","0.09999999999999998",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO43709","ES1423","0.0",,"toxicodendron vernix","toxolasma cylindrellus","toxicodendron vernix","toxolasma cylindrellus","0.0","0.0","toxicodendron vernix","toxolasma cylindrellus","toxicodendron vernix","toxolasma cylindrellus","0.2272727272727273","0.2272727272727273","[pale lilliput (pearlymussel)]","[poison sumac]","[pale lilliput (pearlymussel)]","[poison sumac]","0.1428571428571429","0.1428571428571429",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO03633","ES110",,"0","artemisia tilesii ssp. elatior","cyrtandra sessilis","artemisia tilesii ssp. elatior","cyrtandra sessilis","0.0","0.0","artemisia tilesii ssp. elatior","cyrtandra sessilis","artemisia tilesii ssp. elatior","cyrtandra sessilis","0.2666666666666667","0.2666666666666667","[wormwood, tilesius  wormwood]","[ha iwale]","[wormwood, tilesius  wormwood]","[ha iwale]","0.11805555555555558","0.11805555555555558",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO43205","ES62","0.0",,"thelypodiopsis sagitatta var. ovalifolia","thelypteris yaucoensis","thelypodiopsis sagitatta var. ovalifolia","thelypteris yaucoensis","0.0","0.0","thelypodiopsis sagitatta var. ovalifolia","thelypteris yaucoensis","thelypodiopsis sagitatta var. ovalifolia","thelypteris yaucoensis","0.30000000000000004","0.30000000000000004","[no common name]","[palmer s thelypody]","[no common name]","[palmer s thelypody]","0.05555555555555558","0.05555555555555558",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06754","ES503","0.0",,"caloplaca cladodes","callicarpa ampla","caloplaca cladodes","callicarpa ampla","0.0","0.0","caloplaca cladodes","callicarpa ampla","caloplaca cladodes","callicarpa ampla","0.33333333333333337","0.33333333333333337","[capa rosa]","[none]","[capa rosa]","[none]","0.11111111111111116","0.11111111111111116",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO06677","ES8","0.0",,"callophrys spinetorum","calyptranthes thomasiana","callophrys spinetorum","calyptranthes thomasiana","0.0","0.0","callophrys spinetorum","calyptranthes thomasiana","callophrys spinetorum","calyptranthes thomasiana","0.25","0.25","[no common name]","[thicket hairstreak]","[no common name]","[thicket hairstreak]","0.11111111111111116","0.11111111111111116",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO07969","ES308","0.9285714285714286",,"carex trichocarpa","carex albida","carex trichocarpa","carex albida","0.3333333333333333","0.3333333333333333","carex trichocarpa","carex albida","carex trichocarpa","carex albida","0.4117647058823529","0.4117647058823529","[hairyfruit sedge, hairy fruit sedge]","[white sedge]","[hairyfruit sedge, hairy fruit sedge]","[white sedge]","0.42463235294117646","0.42463235294117646",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO41619","ES1191","0.0",,"stellifer lanceolatus","sterna dougallii dougallii","stellifer lanceolatus","sterna dougallii dougallii","0.0","0.0","stellifer lanceolatus","sterna dougallii dougallii","stellifer lanceolatus","sterna dougallii dougallii","0.23076923076923073","0.23076923076923073","[roseate tern]","[star drum]","[roseate tern]","[star drum]","0.25","0.25",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO36624","ES951","0.0",,"pyralidae crambus","pyrgulopsis roswellensis","pyralidae crambus","pyrgulopsis roswellensis","0.0","0.0","pyralidae crambus","pyrgulopsis roswellensis","pyralidae crambus","pyrgulopsis roswellensis","0.25","0.25","[roswell springsnail]","[none]","[roswell springsnail]","[none]","0.10526315789473684","0.10526315789473684",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO38617","ES997","0.0",,"salvadora hexalepis hexalepis","salvelinus confluentus","salvadora hexalepis hexalepis","salvelinus confluentus","0.0","0.0","salvadora hexalepis hexalepis","salvelinus confluentus","salvadora hexalepis hexalepis","salvelinus confluentus","0.31034482758620685","0.31034482758620685","[bull trout]","[desert patch nosed snake]","[bull trout]","[desert patch nosed snake]","0.125","0.125",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32297","ES1131","0.0",,"peraphyllum ramosissimum","percina rex","peraphyllum ramosissimum","percina rex","0.0","0.0","peraphyllum ramosissimum","percina rex","peraphyllum ramosissimum","percina rex","0.20833333333333337","0.20833333333333337","[wild crab apple, squawapple, squaw apple, squaw apple]","[roanoke logperch]","[wild crab apple, squawapple, squaw apple, squaw apple]","[roanoke logperch]","0.109375","0.109375",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO05867","ES1623","0.0",,"brachythecium tromsoense","branchinecta conservatio","brachythecium tromsoense","branchinecta conservatio","0.0","0.0","brachythecium tromsoense","branchinecta conservatio","brachythecium tromsoense","branchinecta conservatio","0.29166666666666663","0.29166666666666663","[conservancy fairy shrimp]","[none]","[conservancy fairy shrimp]","[none]","0.125","0.125",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO31482","ES1121","0.0",,"parietaria pensylvanica","partula radiolata","parietaria pensylvanica","partula radiolata","0.0","0.0","parietaria pensylvanica","partula radiolata","parietaria pensylvanica","partula radiolata","0.3913043478260869","0.3913043478260869","[pennsylvania pellitory, hammerwort, blunt pellitory, pellitory]","[guam tree snail]","[pennsylvania pellitory, hammerwort, blunt pellitory, pellitory]","[guam tree snail]","0.12272727272727271","0.12272727272727271",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO12730","ES995","1.0","1","cyprogenia stegaria","cyprogenia stegaria","cyprogenia stegaria","cyprogenia stegaria","1.0","1.0","cyprogenia stegaria","cyprogenia stegaria","cyprogenia stegaria","cyprogenia stegaria","1.0","1.0","[fanshell]","[fanshell]","[fanshell]","[fanshell]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO11326","ES941","0.0",,"coregonus nelsonii","corvus leucognaphalus","coregonus nelsonii","corvus leucognaphalus","0.0","0.0","coregonus nelsonii","corvus leucognaphalus","coregonus nelsonii","corvus leucognaphalus","0.2857142857142857","0.2857142857142857","[white necked crow]","[humpback whitefish]","[white necked crow]","[humpback whitefish]","0.05555555555555558","0.05555555555555558",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO41856","ES1657","0.0",,"sternopsylla distincta texana","sterna antillarum browni","sternopsylla distincta texana","sterna antillarum browni","0.0","0.0","sternopsylla distincta texana","sterna antillarum browni","sternopsylla distincta texana","sterna antillarum browni","0.31034482758620685","0.31034482758620685","[california least tern]","[none]","[california least tern]","[none]","0.1428571428571429","0.1428571428571429",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO29433","ES1328","0.0",,"notorynchus cepedianus","noturus crypticus","notorynchus cepedianus","noturus crypticus","0.0","0.0","notorynchus cepedianus","noturus crypticus","notorynchus cepedianus","noturus crypticus","0.5","0.5","[sevengill shark, broadnose sevengill shark, bluntnose sevengill shark]","[chucky madtom]","[sevengill shark, broadnose sevengill shark, bluntnose sevengill shark]","[chucky madtom]","0.04","0.04",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34786","ES58","0.0",,"polioptila caerulea amoenissima","polyscias bisattenuata","polioptila caerulea amoenissima","polyscias bisattenuata","0.0","0.0","polioptila caerulea amoenissima","polyscias bisattenuata","polioptila caerulea amoenissima","polyscias bisattenuata","0.29032258064516125","0.29032258064516125","[no common name]","[blue gray gnatcatcher]","[no common name]","[blue gray gnatcatcher]","0.19047619047619047","0.19047619047619047",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16210","ES259","0.3333333333333333",,"erigeron pumilus var. gracilior","erigeron decumbens","erigeron pumilus var. gracilior","erigeron decumbens","0.2","0.2","erigeron pumilus var. gracilior","erigeron decumbens","erigeron pumilus var. gracilior","erigeron decumbens","0.32258064516129037","0.32258064516129037","[willamette daisy]","[shaggy fleabane]","[willamette daisy]","[shaggy fleabane]","0.125","0.125",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO41636","ES74","0.0",,"stemphylium ilicis","stenogyne kanehoana","stemphylium ilicis","stenogyne kanehoana","0.0","0.0","stemphylium ilicis","stenogyne kanehoana","stemphylium ilicis","stenogyne kanehoana","0.21052631578947367","0.21052631578947367","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34398","ES1631","0.3333333333333333",,"pleurobema sintoxia","pleurobema perovatum","pleurobema sintoxia","pleurobema perovatum","0.3333333333333333","0.3333333333333333","pleurobema sintoxia","pleurobema perovatum","pleurobema sintoxia","pleurobema perovatum","0.55","0.55","[ovate clubshell]","[round pigtoe]","[ovate clubshell]","[round pigtoe]","0.1333333333333333","0.1333333333333333",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO23429","ES139","0.0",,"lasius fallax","lasthenia conjugens","lasius fallax","lasthenia conjugens","0.0","0.0","lasius fallax","lasthenia conjugens","lasius fallax","lasthenia conjugens","0.21052631578947367","0.21052631578947367","[contra costa goldfields]","[none]","[contra costa goldfields]","[none]","0.13043478260869568","0.13043478260869568",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO04136","ES706","0.9285714285714286",,"astragalus amphioxys","astragalus applegatei","astragalus amphioxys","astragalus applegatei","0.3333333333333333","0.3333333333333333","astragalus amphioxys","astragalus applegatei","astragalus amphioxys","astragalus applegatei","0.6190476190476191","0.6190476190476191","[applegate s milk vetch]","[crescent milkvetch]","[applegate s milk vetch]","[crescent milkvetch]","0.5454545454545454","0.5454545454545454",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO43229","ES85","0.9285714285714286",,"thelypodium wrightii","thelypodium howellii ssp. spectabilis","thelypodium wrightii","thelypodium howellii ssp. spectabilis","0.2","0.2","thelypodium wrightii","thelypodium howellii ssp. spectabilis","thelypodium wrightii","thelypodium howellii ssp. spectabilis","0.45945945945945943","0.45945945945945943","[wright s stanleyella, wright thelypody, wright s thelypody]","[howell  s spectacular thelypody]","[wright s stanleyella, wright thelypody, wright s thelypody]","[howell  s spectacular thelypody]","0.3655913978494623","0.3655913978494623",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO15745","ES1187","0.0",,"epilobium lineare","epioblasma othcaloogensis","epilobium lineare","epioblasma othcaloogensis","0.0","0.0","epilobium lineare","epioblasma othcaloogensis","epilobium lineare","epioblasma othcaloogensis","0.31999999999999995","0.31999999999999995","[southern acornshell]","[none]","[southern acornshell]","[none]","0.21052631578947367","0.21052631578947367",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34782","ES1547","0.0",,"polididus armatissimus","polyphylla barbata","polididus armatissimus","polyphylla barbata","0.0","0.0","polididus armatissimus","polyphylla barbata","polididus armatissimus","polyphylla barbata","0.2727272727272727","0.2727272727272727","[mount hermon june beetle]","[none]","[mount hermon june beetle]","[none]","0.16666666666666663","0.16666666666666663",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO17063","ES100",,"0","eunotia pectinalis","isotria medeoloides","eunotia pectinalis","isotria medeoloides","0.0","0.0","eunotia pectinalis","isotria medeoloides","eunotia pectinalis","isotria medeoloides","0.3157894736842105","0.3157894736842105","[small whorled pogonia]","[none]","[small whorled pogonia]","[none]","0.09523809523809523","0.09523809523809523",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO12335","ES408","0.0",,"cyanocitta cristata","cyanea grimesiana ssp. grimesiana","cyanocitta cristata","cyanea grimesiana ssp. grimesiana","0.0","0.0","cyanocitta cristata","cyanea grimesiana ssp. grimesiana","cyanocitta cristata","cyanea grimesiana ssp. grimesiana","0.36363636363636365","0.36363636363636365","[northern blue jay, blue jay]","[haha]","[northern blue jay, blue jay]","[haha]","0.12132352941176472","0.12132352941176472",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO35163","ES1115","0.0",,"polystichum munitum","polygyriscus virginianus","polystichum munitum","polygyriscus virginianus","0.0","0.0","polystichum munitum","polygyriscus virginianus","polystichum munitum","polygyriscus virginianus","0.41666666666666663","0.41666666666666663","[common sword fern, sword fern, western swordfern, common sword fern, sword fern, western sword fern]","[virginia fringed mountain snail]","[common sword fern, sword fern, western swordfern, common sword fern, sword fern, western sword fern]","[virginia fringed mountain snail]","0.13978494623655913","0.13978494623655913",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO34917","ES840","0.0",,"polygonatum cobrense","polygala smallii","polygonatum cobrense","polygala smallii","0.0","0.0","polygonatum cobrense","polygala smallii","polygonatum cobrense","polygala smallii","0.35","0.35","[tiny polygala]","[solomon seal]","[tiny polygala]","[solomon seal]","0.15384615384615385","0.15384615384615385",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO03641","ES539",,"0","artemisia tridentata ssp. vaseyana","silene alexandri","artemisia tridentata ssp. vaseyana","silene alexandri","0.0","0.0","artemisia tridentata ssp. vaseyana","silene alexandri","artemisia tridentata ssp. vaseyana","silene alexandri","0.20588235294117652","0.20588235294117652","[mountain big sagebrush, big sagebrush, mountain sagebrush, big sage]","[no common name]","[mountain big sagebrush, big sagebrush, mountain sagebrush, big sage]","[no common name]","0.15458152958152957","0.15458152958152957",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO08983","ES540","0.0",,"chaetodon sedentarius","chamaesyce deltoidea pinetorum","chaetodon sedentarius","chamaesyce deltoidea pinetorum","0.0","0.0","chaetodon sedentarius","chamaesyce deltoidea pinetorum","chaetodon sedentarius","chamaesyce deltoidea pinetorum","0.33333333333333337","0.33333333333333337","[pineland sandmat]","[reef butterflyfish]","[pineland sandmat]","[reef butterflyfish]","0.0","0.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO02709","ES848",,"0","aphidius obscuripes","hexastylis naniflora","aphidius obscuripes","hexastylis naniflora","0.0","0.0","aphidius obscuripes","hexastylis naniflora","aphidius obscuripes","hexastylis naniflora","0.09999999999999998","0.09999999999999998","[dwarf flowered heartleaf]","[none]","[dwarf flowered heartleaf]","[none]","0.08333333333333337","0.08333333333333337",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO15999","ES451","0.9285714285714286",,"eriastrum diffusum","eriastrum densifolium ssp. sanctorum","eriastrum diffusum","eriastrum densifolium ssp. sanctorum","0.2","0.2","eriastrum diffusum","eriastrum densifolium ssp. sanctorum","eriastrum diffusum","eriastrum densifolium ssp. sanctorum","0.4722222222222222","0.4722222222222222","[miniature eriastrum, miniature woollystar, diffuse woolstar, diffuse eriastrum, diffuse woolly star, spreading eriastrum, miniature woolstar]","[santa ana river woolly star]","[miniature eriastrum, miniature woollystar, diffuse woolstar, diffuse eriastrum, diffuse woolly star, spreading eriastrum, miniature woolstar]","[santa ana river woolly star]","0.3597883597883598","0.3597883597883598",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO26719","ES553","0.0",,"melampsora albertensis","melicope reflexa","melampsora albertensis","melicope reflexa","0.0","0.0","melampsora albertensis","melicope reflexa","melampsora albertensis","melicope reflexa","0.31818181818181823","0.31818181818181823","[alani]","[none]","[alani]","[none]","0.19999999999999996","0.19999999999999996",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO08989","ES1023","0.0",,"chaetomium erraticum","charadrius melodus","chaetomium erraticum","charadrius melodus","0.0","0.0","chaetomium erraticum","charadrius melodus","chaetomium erraticum","charadrius melodus","0.35","0.35","[piping plover]","[none]","[piping plover]","[none]","0.23076923076923073","0.23076923076923073",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO21613","ES1601","0.0",,"hypericum anagalloides","hypomesus transpacificus","hypericum anagalloides","hypomesus transpacificus","0.0","0.0","hypericum anagalloides","hypomesus transpacificus","hypericum anagalloides","hypomesus transpacificus","0.41666666666666663","0.41666666666666663","[trailing st. johnswort, creeping st. johnswort, bog st. john s wort, tinker s penny, bog st. john s wort, tinlcer s penny, tinker s penny]","[delta smelt]","[trailing st. johnswort, creeping st. johnswort, bog st. john s wort, tinker s penny, bog st. john s wort, tinlcer s penny, tinker s penny]","[delta smelt]","0.22440516876607106","0.22440516876607106",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO41637","ES74","0.0",,"stemphylium sarciniforme","stenogyne kanehoana","stemphylium sarciniforme","stenogyne kanehoana","0.0","0.0","stemphylium sarciniforme","stenogyne kanehoana","stemphylium sarciniforme","stenogyne kanehoana","0.33333333333333337","0.33333333333333337","[no common name]","[none]","[no common name]","[none]","0.2857142857142857","0.2857142857142857",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO42067","ES1050","0.0",,"strobilurus albipilatus","strymon acis bartrami","strobilurus albipilatus","strymon acis bartrami","0.0","0.0","strobilurus albipilatus","strymon acis bartrami","strobilurus albipilatus","strymon acis bartrami","0.26086956521739135","0.26086956521739135","[bartram s hairstreak butterfly]","[none]","[bartram s hairstreak butterfly]","[none]","0.033333333333333326","0.033333333333333326",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO12312","ES517","0.3333333333333333",,"cyanea","cyanea lobata","cyanea","cyanea lobata","0.5","0.5","cyanea","cyanea lobata","cyanea","cyanea lobata","0.46153846153846156","0.46153846153846156","[haha]","[none]","[haha]","[none]","0.0","0.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO16226","ES1211","0.0",,"erigeron speciosus var. speciosus","erimystax cahni","erigeron speciosus var. speciosus","erimystax cahni","0.0","0.0","erigeron speciosus var. speciosus","erimystax cahni","erigeron speciosus var. speciosus","erimystax cahni","0.21212121212121215","0.21212121212121215","[showy fleabane, aspen fleabane, aspen daisy]","[slender chub]","[showy fleabane, aspen fleabane, aspen daisy]","[slender chub]","0.15079365079365079","0.15079365079365079",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO35444","ES327","0.3333333333333333",,"potentilla concinna var. proxima","potentilla hickmanii","potentilla concinna var. proxima","potentilla hickmanii","0.2","0.2","potentilla concinna var. proxima","potentilla hickmanii","potentilla concinna var. proxima","potentilla hickmanii","0.4375","0.4375","[hickman s potentilla]","[near cinquefoil]","[hickman s potentilla]","[near cinquefoil]","0.25","0.25",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO05813","ES1233","1.0","1","brachyramphus marmoratus marmoratus","brachyramphus marmoratus","brachyramphus marmoratus marmoratus","brachyramphus marmoratus","1.0","1.0","brachyramphus marmoratus marmoratus","brachyramphus marmoratus","brachyramphus marmoratus marmoratus","brachyramphus marmoratus","0.6857142857142857","0.6857142857142857","[marbled murrelet]","[marbled murrelet]","[marbled murrelet]","[marbled murrelet]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO35651","ES46","0.9285714285714286","1","pritchardia beccariana","pritchardia bakeri","pritchardia beccariana","pritchardia bakeri","0.3333333333333333","0.3333333333333333","pritchardia beccariana","pritchardia bakeri","pritchardia beccariana","pritchardia bakeri","0.6818181818181819","0.6818181818181819","[loulu]","[loulu]","[loulu]","[loulu]","1.0","1.0",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO15070","ES394","0.0",,"elatine triandra","elaphoglossum serpens","elatine triandra","elaphoglossum serpens","0.0","0.0","elatine triandra","elaphoglossum serpens","elatine triandra","elaphoglossum serpens","0.19047619047619047","0.19047619047619047","[longstem waterwort, three stamen waterwort, threestamen waterwort, water purslane, red stem waterwort]","[no common name]","[longstem waterwort, three stamen waterwort, threestamen waterwort, water purslane, red stem waterwort]","[no common name]","0.1974025974025974","0.1974025974025974",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO38456","ES946","0.0",,"salix caprea","salmo salar","salix caprea","salmo salar","0.0","0.0","salix caprea","salmo salar","salix caprea","salmo salar","0.41666666666666663","0.41666666666666663","[atlantic salmon]","[goat willow]","[atlantic salmon]","[goat willow]","0.33333333333333337","0.33333333333333337",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO20800","ES503",,"0","hirundo pyrrhonota","callicarpa ampla","hirundo pyrrhonota","callicarpa ampla","0.0","0.0","hirundo pyrrhonota","callicarpa ampla","hirundo pyrrhonota","callicarpa ampla","0.11111111111111116","0.11111111111111116","[capa rosa]","[cliff swallow]","[capa rosa]","[cliff swallow]","0.15384615384615385","0.15384615384615385",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO00127","ES151","0.0",,"acalypha chamaedryfolia","acaena exigua","acalypha chamaedryfolia","acaena exigua","0.0","0.0","acalypha chamaedryfolia","acaena exigua","acalypha chamaedryfolia","acaena exigua","0.30434782608695654","0.30434782608695654","[liliwai]","[bastard copperleaf]","[liliwai]","[bastard copperleaf]","0.05555555555555558","0.05555555555555558",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32528","ES1147","0.0",,"pertusaria globularis","peromyscus polionotus phasma","pertusaria globularis","peromyscus polionotus phasma","0.0","0.0","pertusaria globularis","peromyscus polionotus phasma","pertusaria globularis","peromyscus polionotus phasma","0.2857142857142857","0.2857142857142857","[anastasia island beach mouse]","[none]","[anastasia island beach mouse]","[none]","0.1071428571428571","0.1071428571428571",,,,,,,,,,,,,,,,,,
"WekaMatchingRule","BIO32056","ES549","0.0",,"penstemon barbatus var. torreyi","pentachaeta lyonii","penstemon barbatus var. torreyi","pentachaeta lyonii","0.0","0.0","penstemon barbatus var. torreyi","pentachaeta lyonii","penstemon barbatus var. torreyi","pentachaeta lyonii","0.29032258064516125","0.29032258064516125","[lyon s pentachaeta]","[beardlip penstemon]","[lyon s pentachaeta]","[beardlip penstemon]","0.11111111111111116","0.11111111111111116",,,,,,,,,,,,,,,,,,
