id,scientific_name,common_name,where_listed,region_name,region,esa_listing_status,category
ES1031,Juturnia kosteri,Koster's springsnail,Wherever found,Southwest,2,Endangered,Slug/Snail
ES383,Kadua cookiana,'Awiwi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES306,Kadua cordata remyi,kopa,Wherever found,Pacific,1,Endangered,Vascular Plant
ES576,Kadua coriacea,Kio`ele,Wherever found,Pacific,1,Endangered,Vascular Plant
ES854,Kadua degeneri,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES690,Kadua fluviatilis,Kamapua`a,Wherever found,Pacific,1,Endangered,Vascular Plant
ES631,Kadua haupuensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES433,Kadua laxiflora,pilo,Wherever found,Pacific,1,Endangered,Vascular Plant
ES767,Kadua parvula,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES809,Kadua st.-johnii,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES693,Kanaloa kahoolawensis,Kohe malama malama o kanaloa,Wherever found,Pacific,1,Endangered,Vascular Plant
ES457,Keysseria (=Lagenifera) erici,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES6,Keysseria (=Lagenifera) helenae,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1465,Kinosternon sonoriense longifemorale,Sonoyta mud turtle,Wherever found,Southwest,2,Endangered,Reptile
ES354,Kokia cookei,Cooke's koki`o,Wherever found,Pacific,1,Endangered,Vascular Plant
ES427,Kokia drynarioides,Koki`o,Wherever found,Pacific,1,Endangered,Vascular Plant
ES625,Kokia kauaiensis,Koki`o,Wherever found,Pacific,1,Endangered,Vascular Plant
ES267,Korthalsella degeneri,Hulumoa,Wherever found,Pacific,1,Endangered,Vascular Plant
ES795,Labordia cyrtandrae,Kamakahala,Wherever found,Pacific,1,Endangered,Vascular Plant
ES20,Labordia helleri,Kamakahala,Wherever found,Pacific,1,Endangered,Vascular Plant
ES593,Labordia lorenciana,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES750,Labordia lydgatei,Kamakahala,Wherever found,Pacific,1,Endangered,Vascular Plant
ES225,Labordia pumila,Kamakahala,Wherever found,Pacific,1,Endangered,Vascular Plant
ES213,Labordia tinifolia var. lanaiensis,Kamakahala,Wherever found,Pacific,1,Endangered,Vascular Plant
ES430,Labordia tinifolia var. wahiawaensis,Kamakahala,Wherever found,Pacific,1,Endangered,Vascular Plant
ES669,Labordia triflora,Kamakahala,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1226,Lampsilis abrupta,Pink mucket (pearlymussel),Wherever found,Midwest,3,Endangered,Invertebrate
ES979,Lampsilis altilis,Finelined pocketbook,Wherever found,Southeast,4,Threatened,Invertebrate
ES1064,Lampsilis higginsii,Higgins eye (pearlymussel),Wherever found,Midwest,3,Endangered,Invertebrate
ES1260,Lampsilis perovalis,Orangenacre mucket,Wherever found,Southeast,4,Threatened,Invertebrate
ES968,Lampsilis powellii,Arkansas fatmucket,Wherever found,Southeast,4,Threatened,Invertebrate
ES1142,Lampsilis rafinesqueana,Neosho Mucket,Wherever found,Southeast,4,Endangered,Invertebrate
ES976,Lampsilis streckeri,Speckled pocketbook,Wherever found,Southeast,4,Endangered,Invertebrate
ES1513,Lampsilis subangulata,Shinyrayed pocketbook,Wherever found,Southeast,4,Endangered,Invertebrate
ES1242,Lampsilis virescens,Alabama lampmussel,Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES1052,Lanius ludovicianus mearnsi,San Clemente loggerhead shrike,Wherever found,Pacific Southwest,8,Endangered,Bird
ES1255,Lanx sp.,Banbury Springs limpet,Wherever found,Pacific,1,Endangered,Slug/Snail
ES1135,Lasiurus cinereus semotus,Hawaiian hoary bat,Wherever found,Pacific,1,Endangered,Mammal
ES1350,Lasmigona decorata,Carolina heelsplitter,Wherever found,Southeast,4,Endangered,Invertebrate
ES276,Lasthenia burkei,Burke's goldfields,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES139,Lasthenia conjugens,Contra Costa goldfields,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1077,Laterallus jamaicensis ssp. jamaicensis,Eastern Black rail,Wherever found,Southeast,4,Threatened,Bird
ES846,Layia carnosa,Beach layia,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES66,Leavenworthia crassa,Fleshy-fruit gladecress,Wherever found,Southeast,4,Endangered,Vascular Plant
ES99,Leavenworthia exigua laciniata,Kentucky glade cress,Wherever found,Southeast,4,Threatened,Vascular Plant
ES454,Leavenworthia texana,Texas golden Gladecress,Wherever found,Southwest,2,Endangered,Vascular Plant
ES1417,Lednia tumana,Meltwater lednian stonefly,Wherever found,Mountain-Prairie,6,Threatened,Insect
ES1019,Lemiox rimosus,Birdwing pearlymussel,Wherever found; Except where listed as Experimental Populations,Southeast,4,Endangered,Invertebrate
ES1343,Leopardus (=Felis) pardalis,Ocelot,wherever found,Southwest,2,Endangered,Mammal
ES1311,Leopardus (=Felis) wiedii,Margay,Wherever found,Southwest,2,Endangered,Mammal
ES730,Lepidium arbuscula,`Anaunau,Wherever found,Pacific,1,Endangered,Vascular Plant
ES493,Lepidium barnebyanum,Barneby ridge-cress,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES746,Lepidium orbiculare,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES896,Lepidium papilliferum,Slickspot peppergrass,,Pacific,1,Threatened,Vascular Plant
ES1457,Lepidochelys kempii,Kemp's ridley sea turtle,Wherever found,Southwest,2,Endangered,Reptile
ES987,Lepidochelys olivacea,Olive ridley sea turtle,"Wherever found, except when listed as endangered under 50 CFR 224.101",Southeast,4,Threatened,Reptile
ES1071,Lepidomeda albivallis,White River spinedace,Wherever found,Pacific Southwest,8,Endangered,Fish
ES1388,Lepidomeda mollispinis pratensis,Big Spring spinedace,Wherever found,Pacific Southwest,8,Threatened,Fish
ES1389,Lepidomeda vittata,Little Colorado spinedace,Wherever found,Southwest,2,Threatened,Fish
ES1080,Lepidurus packardi,Vernal pool tadpole shrimp,Wherever found,Pacific Southwest,8,Endangered,Crab/Lobster/Shrimp
ES200,Leptocereus grantianus,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1011,Leptodea leptodon,Scaleshell mussel,Wherever found,Midwest,3,Endangered,Invertebrate
ES1344,Leptonycteris nivalis,Mexican long-nosed bat,Wherever found,Southwest,2,Endangered,Mammal
ES1250,Leptoxis ampla,Round rocksnail,Wherever found,Southeast,4,Threatened,Slug/Snail
ES1612,Leptoxis foremani,Interrupted (=Georgia) Rocksnail,Wherever found,Southeast,4,Endangered,Slug/Snail
ES978,Leptoxis plicata,Plicate rocksnail,Wherever found,Southeast,4,Endangered,Slug/Snail
ES1546,Leptoxis taeniata,Painted rocksnail,Wherever found,Southeast,4,Threatened,Slug/Snail
ES1274,Lepyrium showalteri,Flat pebblesnail,Wherever found,Southeast,4,Endangered,Slug/Snail
ES920,Lespedeza leptostachya,Prairie bush-clover,Wherever found,Midwest,3,Threatened,Vascular Plant
ES187,Lesquerella congesta,Dudley Bluffs bladderpod,Wherever found,Mountain-Prairie,6,Threatened,Vascular Plant
ES27,Lesquerella kingii ssp. bernardina,San Bernardino Mountains bladderpod,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES779,Lesquerella lyrata,Lyrate bladderpod,Wherever found,Southeast,4,Threatened,Vascular Plant
ES731,Lesquerella pallida,White bladderpod,Wherever found,Southwest,2,Endangered,Vascular Plant
ES69,Lesquerella perforata,Spring Creek bladderpod,Wherever found,Southeast,4,Endangered,Vascular Plant
ES34,Lesquerella thamnophila,Zapata bladderpod,Wherever found,Southwest,2,Endangered,Vascular Plant
ES577,Lesquerella tumulosa,Kodachrome bladderpod,Wherever found,Mountain-Prairie,6,Endangered,Vascular Plant
ES31,Lessingia germanorum (=L.g. var. germanorum),San Francisco lessingia,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES462,Liatris helleri,Heller's blazingstar,Wherever found,Southeast,4,Threatened,Vascular Plant
ES772,Liatris ohlingerae,Scrub blazingstar,Wherever found,Southeast,4,Endangered,Vascular Plant
ES68,Lilaeopsis schaffneriana var. recurva,Huachuca water-umbel,Wherever found,Southwest,2,Endangered,Vascular Plant
ES191,Lilium occidentale,Western lily,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES166,Lilium pardalinum ssp. pitkinense,Pitkin Marsh lily,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES533,Limnanthes floccosa ssp. californica,Butte County meadowfoam,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES656,Limnanthes pumila ssp. grandiflora,Large-flowered woolly meadowfoam,Wherever found,Pacific,1,Endangered,Vascular Plant
ES172,Limnanthes vinculans,Sebastopol meadowfoam,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES678,Lindera melissifolia,Pondberry,Wherever found,Southeast,4,Endangered,Vascular Plant
ES367,Linum arenicola,Sand flax,Wherever found,Southeast,4,Endangered,Vascular Plant
ES42,Linum carteri carteri,Carter's small-flowered flax,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1308,Lioplax cyclostomaformis,Cylindrical lioplax (snail),Wherever found,Southeast,4,Endangered,Slug/Snail
ES633,Lipochaeta fauriei,Nehe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES762,Lipochaeta lobata var. leptophylla,Nehe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES419,Lipochaeta micrantha,Nehe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES57,Lipochaeta venosa,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES324,Lipochaeta waimeaensis,Nehe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1295,Lirceus usdagalun,Lee County cave isopod,Wherever found,Northeast,5,Endangered,Crab/Lobster/Shrimp
ES930,Lithophragma maximum,San Clemente Island woodland-star,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES604,Lobelia koolauensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES105,Lobelia monostachya,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES709,Lobelia niihauensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES817,Lobelia oahuensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES802,Lomatium cookii,Cook's lomatium,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1158,Loxioides bailleui,Palila (honeycreeper),Wherever found,Pacific,1,Endangered,Bird
ES1400,Loxops caeruleirostris,Akekee,Wherever found,Pacific,1,Endangered,Bird
ES1129,Loxops coccineus,Hawaii akepa,Wherever found,Pacific,1,Endangered,Bird
ES1232,Loxops ochraceus,Maui akepa,Wherever found,Pacific,1,Endangered,Bird
ES732,Lupinus aridorum,Scrub lupine,Wherever found,Southeast,4,Endangered,Vascular Plant
ES249,Lupinus nipomensis,Nipomo Mesa lupine,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES694,Lupinus sulphureus ssp. kincaidii,Kincaid's Lupine,Wherever found,Pacific,1,Threatened,Vascular Plant
ES432,Lupinus tidestromii,Clover (Tidestrom''s) lupine,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1251,Lycaeides argyrognomon lotis,Lotis blue butterfly,Wherever found,Pacific Southwest,8,Endangered,Insect
ES1593,Lycaeides melissa samuelis,Karner blue butterfly,Wherever found,Midwest,3,Endangered,Insect
ES1020,Lynx canadensis,Canada Lynx,Wherever Found in Contiguous U.S.,Mountain-Prairie,6,Threatened,Mammal
ES718,Lyonia truncata var. proctorii,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES823,Lysimachia asperulaefolia,Rough-leaved loosestrife,Wherever found,Southeast,4,Endangered,Vascular Plant
ES881,Lysimachia daphnoides,lehua makanoe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES560,Lysimachia filifolia,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES190,Lysimachia iniki,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES168,Lysimachia lydgatei,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES875,Lysimachia maxima,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES536,Lysimachia pendens,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES223,Lysimachia scopulensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES235,Lysimachia venosa,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES464,Macbridea alba,White birds-in-a-nest,Wherever found,Southeast,4,Threatened,Vascular Plant
ES204,Maesa walkeri,No common name,Wherever found,Pacific,1,Threatened,Vascular Plant
ES87,Malacothamnus clementinus,San Clemente Island bush-mallow,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES571,Malacothamnus fasciculatus var. nesioticus,Santa Cruz Island bush-mallow,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES403,Malacothrix indecora,Santa Cruz Island malacothrix,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES663,Malacothrix squalida,Island malacothrix,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1621,Manduca blackburni,Blackburn's sphinx moth,Wherever found,Pacific,1,Endangered,Insect
ES148,Manihot walkerae,Walker's manioc,Wherever found,Southwest,2,Endangered,Vascular Plant
ES1584,Margaritifera hembeli,Louisiana pearlshell,Wherever found,Southeast,4,Threatened,Invertebrate
ES1065,Margaritifera marrianae,Alabama pearlshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES30,Marshallia mohrii,Mohr's Barbara's buttons,Wherever found,Southeast,4,Threatened,Vascular Plant
ES620,Marsilea villosa,Ihi`ihi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1044,Martes caurina,"Pacific Marten, Coastal Distinct Population Segment",Wherever found,Pacific Southwest,8,Threatened,Mammal
ES1085,Masticophis lateralis euryxanthus,Alameda whipsnake (=striped racer),Wherever found,Pacific Southwest,8,Threatened,Reptile
ES1443,Meda fulgida,Spikedace,Wherever found,Southwest,2,Endangered,Fish
ES945,Medionidus acutissimus,Alabama moccasinshell,Wherever found,Southeast,4,Threatened,Invertebrate
ES1436,Medionidus parvulus,Coosa moccasinshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1298,Medionidus penicillatus,Gulf moccasinshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1254,Medionidus simpsonianus,Ochlockonee moccasinshell,Wherever found,Southeast,4,Endangered,Invertebrate
ES1012,Medionidus walkeri,Suwannee moccasinshell,Wherever found,Southeast,4,Threatened,Invertebrate
ES1581,Megalagrion leptodemas,Crimson Hawaiian damselfly,Wherever found,Pacific,1,Endangered,Insect
ES1509,Megalagrion nesiotes,Flying earwig Hawaiian damselfly,Wherever found,Pacific,1,Endangered,Insect
ES1315,Megalagrion nigrohamatum nigrolineatum,Blackline Hawaiian damselfly,Wherever found,Pacific,1,Endangered,Insect
ES1361,Megalagrion oceanicum,Oceanic Hawaiian damselfly,Wherever found,Pacific,1,Endangered,Insect
ES1185,Megalagrion pacificum,Pacific Hawaiian damselfly,Wherever found,Pacific,1,Endangered,Insect
ES1140,Megalagrion xanthomelas,Orangeblack Hawaiian damselfly,Wherever found,Pacific,1,Endangered,Insect
ES1644,Megapodius laperouse,Micronesian megapode,Wherever found,Pacific,1,Endangered,Bird
ES1602,Melamprosops phaeosoma,Po`ouli (honeycreeper),Wherever found,Pacific,1,Endangered,Bird
ES428,Melanthera kamolensis,nehe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES350,Melanthera tenuifolia,nehe,Wherever found,Pacific,1,Endangered,Vascular Plant
ES906,Melicope adscendens,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES407,Melicope balloui,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES494,Melicope christophersenii,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES727,Melicope degeneri,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES720,Melicope haupuensis,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES128,Melicope hiiakae,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES120,Melicope knudsenii,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES116,Melicope lydgatei,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES393,Melicope makahae,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES905,Melicope mucronulata,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES423,Melicope munroi,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES173,Melicope ovalis,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES452,Melicope pallida,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES642,Melicope paniculata,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES566,Melicope puberula,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES899,Melicope quadrangularis,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES553,Melicope reflexa,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES924,Melicope saint-johnii,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES511,Melicope zahlbruckneri,Alani,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1068,Menidia extensa,Waccamaw silverside,Wherever found,Southeast,4,Threatened,Fish
ES376,Mentzelia leucophylla,Ash Meadows blazingstar,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES1427,Mesodon clarki nantahala,noonday snail,Wherever found,Southeast,4,Threatened,Slug/Snail
ES331,Mezoneuron kavaiense,Uhi uhi,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1470,Microhexura montivaga,Spruce-fir moss spider,Wherever found,Southeast,4,Endangered,Spider/Scorpion
ES414,Microlepia strigosa var. mauiensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1638,Microtus californicus scirpensis,Amargosa vole,Wherever found,Pacific Southwest,8,Endangered,Mammal
ES1270,Microtus pennsylvanicus dukecampbelli,Florida salt marsh vole,Wherever found,Southeast,4,Endangered,Mammal
ES126,Mimulus michiganensis,Michigan monkey-flower,Wherever found,Midwest,3,Endangered,Vascular Plant
ES184,Mirabilis macfarlanei,MacFarlane's four-o'clock,Wherever found,Pacific,1,Threatened,Vascular Plant
ES708,Mitracarpus maxwelliae,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES525,Mitracarpus polycladus,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES1451,Moapa coriacea,Moapa dace,Wherever found,Pacific Southwest,8,Endangered,Fish
ES1610,Moho braccatus,Kauai `o`o (honeyeater),Wherever found,Pacific,1,Endangered,Bird
ES439,Monardella viminea,Willowy monardella,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES363,Monolopia (=Lembertia) congdonii,San Joaquin wooly-threads,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES345,Mucuna sloanei var. persericea,sea bean,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1168,Mustela nigripes,Black-footed ferret,"Wherever found, except where listed as an experimental population",Mountain-Prairie,6,Endangered,Mammal
ES1450,Myadestes lanaiensis rutha,Molokai thrush,Wherever found,Pacific,1,Endangered,Bird
ES992,Myadestes myadestinus,Large Kauai (=kamao) Thrush,Wherever found,Pacific,1,Endangered,Bird
ES1210,Myadestes palmeri,Small Kauai (=puaiohi) Thrush,Wherever found,Pacific,1,Endangered,Bird
ES1637,Mycteria americana,Wood stork,"AL, FL, GA, MS, NC, SC",Southeast,4,Threatened,Bird
ES1544,Myotis grisescens,Gray bat,Wherever found,Midwest,3,Endangered,Mammal
ES1243,Myotis septentrionalis,Northern Long-Eared Bat,Wherever found,Midwest,3,Threatened,Mammal
ES1141,Myotis sodalis,Indiana bat,Wherever found,Midwest,3,Endangered,Mammal
ES294,Myrcia paganii,No common name,Wherever found,Southeast,4,Endangered,Vascular Plant
ES43,Myrsine fosbergii,Kolea,Wherever found,Pacific,1,Endangered,Vascular Plant
ES714,Myrsine juddii,Kolea,Wherever found,Pacific,1,Endangered,Vascular Plant
ES541,Myrsine knudsenii,Kolea,Wherever found,Pacific,1,Endangered,Vascular Plant
ES94,Myrsine linearifolia,Kolea,Wherever found,Pacific,1,Threatened,Vascular Plant
ES442,Myrsine mezii,Kolea,Wherever found,Pacific,1,Endangered,Vascular Plant
ES849,Myrsine vaccinioides,Kolea,Wherever found,Pacific,1,Endangered,Vascular Plant
ES108,Navarretia fossalis,Spreading navarretia,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES665,Navarretia leucocephala ssp. pauciflora (=N. pauciflora),Few-flowered navarretia,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES38,Navarretia leucocephala ssp. plieantha,Many-flowered navarretia,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1099,Necturus alabamensis,Black warrior (=Sipsey Fork) Waterdog,Wherever found,Southeast,4,Endangered,Amphibian
ES1629,Necturus lewisi,Neuse River waterdog,Wherever found,Southeast,4,Threatened,Amphibian
ES1540,Neoleptoneta microps,Government Canyon Bat Cave Spider,Wherever found,Southwest,2,Endangered,Spider/Scorpion
ES1119,Neoleptoneta myopica,Tooth Cave Spider,Wherever found,Southwest,2,Endangered,Spider/Scorpion
ES1562,Neonympha mitchellii francisci,Saint Francis' satyr butterfly,Wherever found,Southeast,4,Endangered,Insect
ES1273,Neonympha mitchellii mitchellii,Mitchell's satyr Butterfly,Wherever found,Midwest,3,Endangered,Insect
ES1385,Neoseps reynoldsi,Sand skink,Wherever found,Southeast,4,Threatened,Reptile
ES551,Neostapfia colusana,Colusa grass,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES1491,Neotoma floridana smalli,Key Largo woodrat,Wherever found,Southeast,4,Endangered,Mammal
ES1598,Neotoma fuscipes riparia,Riparian woodrat (=San Joaquin Valley),Wherever found,Pacific Southwest,8,Endangered,Mammal
ES456,Neraudia angulata,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES174,Neraudia ovata,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES358,Neraudia sericea,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES940,Nerodia clarkii taeniata,Atlantic salt marsh snake,Wherever found,Southeast,4,Threatened,Reptile
ES1095,Nerodia erythrogaster neglecta,Copperbelly water snake,"Indiana north of 40 degrees north latitude, Michigan, Ohio",Midwest,3,Threatened,Reptile
ES399,Nervilia jacksoniae,No common name,Wherever found,Pacific,1,Threatened,Vascular Plant
ES893,Nesogenes rotensis,No common name,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1566,Newcombia cumingi,Newcomb's Tree snail,Wherever found,Pacific,1,Endangered,Slug/Snail
ES1134,Nicrophorus americanus,American burying beetle,"Wherever found, except where listed as an experimental population",Southwest,2,Threatened,Insect
ES183,Nitrophila mohavensis,Amargosa niterwort,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES246,Nolina brittoniana,Britton's beargrass,Wherever found,Southeast,4,Endangered,Vascular Plant
ES334,Nothocestrum breviflorum,`Aiea,Wherever found,Pacific,1,Endangered,Vascular Plant
ES698,Nothocestrum latifolium,`Aiea,Wherever found,Pacific,1,Endangered,Vascular Plant
ES378,Nothocestrum peltatum,`Aiea,Wherever found,Pacific,1,Endangered,Vascular Plant
ES876,Nototrichium humile,Kulu`i,Wherever found,Pacific,1,Endangered,Vascular Plant
ES967,Notropis albizonatus,Palezone shiner,Wherever found,Southeast,4,Endangered,Fish
ES1075,Notropis buccula,Smalleye Shiner,Wherever found,Southwest,2,Endangered,Fish
ES1197,Notropis cahabae,Cahaba shiner,Wherever found,Southeast,4,Endangered,Fish
ES1401,Notropis girardi,Arkansas River shiner,"Arkansas River Basin (AR, KS, NM, OK, TX)",Southwest,2,Threatened,Fish
ES1302,Notropis mekistocholas,Cape Fear shiner,Wherever found,Southeast,4,Endangered,Fish
ES1081,Notropis oxyrhynchus,Sharpnose Shiner,Wherever found,Southwest,2,Endangered,Fish
ES1643,Notropis simus pecosensis,Pecos bluntnose shiner,Wherever found,Southwest,2,Threatened,Fish
ES1252,Notropis topeka (=tristis),Topeka shiner,"Wherever found, except where listed as an experimental population",Mountain-Prairie,6,Endangered,Fish
ES1037,Noturus baileyi,Smoky madtom,Wherever found,Southeast,4,Endangered,Fish
ES1328,Noturus crypticus,Chucky Madtom,Wherever found,Southeast,4,Endangered,Fish
ES985,Noturus flavipinnis,Yellowfin madtom,"Wherever found, except where listed as an experimental population",Southeast,4,Threatened,Fish
ES1382,Noturus furiosus,Carolina madtom,Wherever found,Southeast,4,Endangered,Fish
ES957,Noturus placidus,Neosho madtom,Wherever found,Mountain-Prairie,6,Threatened,Fish
ES1003,Noturus stanauli,Pygmy madtom,Wherever found,Southeast,4,Endangered,Fish
ES1360,Noturus trautmani,Scioto madtom,Wherever found,Midwest,3,Endangered,Fish
ES1418,Numenius borealis,Eskimo curlew,Wherever found,Alaska,7,Endangered,Bird
ES1347,Oarisma poweshiek,Poweshiek skipperling,Wherever found,Midwest,3,Endangered,Insect
ES1146,Obovaria retusa,Ring pink (mussel),Wherever found,Southeast,4,Endangered,Invertebrate
ES1239,Oceanodroma castro,Band-rumped storm-petrel,USA (HI),Pacific,1,Endangered,Bird
ES429,Ochrosia haleakalae,Holei,Wherever found,Pacific,1,Endangered,Vascular Plant
ES558,Ochrosia kilaueaensis,Holei,Wherever found,Pacific,1,Endangered,Vascular Plant
ES1543,Odocoileus virginianus clavium,Key deer,Wherever found,Southeast,4,Endangered,Mammal
ES1606,Odocoileus virginianus leucurus,Columbian white-tailed deer,Columbia River DPS,Pacific,1,Threatened,Mammal
ES140,Oenothera deltoides ssp. howellii,Antioch Dunes evening-primrose,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1113,Oncorhynchus aguabonita whitei,Little Kern golden trout,Wherever found,Pacific Southwest,8,Threatened,Fish
ES1309,Oncorhynchus apache,Apache trout,Wherever found,Southwest,2,Threatened,Fish
ES1122,Oncorhynchus clarkii henshawi,Lahontan cutthroat trout,Wherever found,Pacific Southwest,8,Threatened,Fish
ES1177,Oncorhynchus clarkii seleniris,Paiute cutthroat trout,Wherever found,Pacific Southwest,8,Threatened,Fish
ES1352,Oncorhynchus clarkii stomias,Greenback Cutthroat trout,Wherever found,Mountain-Prairie,6,Threatened,Fish
ES1247,Oncorhynchus gilae,Gila trout,Wherever found,Southwest,2,Threatened,Fish
ES122,Opuntia treleasei,Bakersfield cactus,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1336,Orconectes shoupi,Nashville crayfish,Wherever found,Southeast,4,Endangered,Crab/Lobster/Shrimp
ES86,Orcuttia californica,California Orcutt grass,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES88,Orcuttia inaequalis,San Joaquin Orcutt grass,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES773,Orcuttia pilosa,Hairy Orcutt grass,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES7,Orcuttia tenuis,Slender Orcutt grass,Wherever found,Pacific Southwest,8,Threatened,Vascular Plant
ES660,Orcuttia viscida,Sacramento Orcutt grass,Wherever found,Pacific Southwest,8,Endangered,Vascular Plant
ES1590,Oreomystis bairdi,Akikiki,Wherever found,Pacific,1,Endangered,Bird
ES1166,Oreomystis mana,Hawaii creeper,Wherever found,Pacific,1,Endangered,Bird
ES1084,Orthalicus reses (not incl. nesodryas),Stock Island tree snail,Wherever found,Southeast,4,Threatened,Slug/Snail
ES1630,Oryzomys palustris natator,Silver rice rat,lower FL Keys,Southeast,4,Endangered,Mammal
